fkeyWorkOrderID,strComment
3801377,
3095832,"Whitney said the service was fine, but the cost for a technician to come to the site location makes it almost impossible to call on Louisiana Machinery for future field service work. He said he paid more in travel cost than for the service itself."
3095715,"Shawn had some communication issues when he initially needed to set up this service call. The equipment was a rental so he could not go through his service contact. The problem; however, was getting in touch with someone in the rental department and navigating through their policy and procedures. He is still waiting on a part to arrive so the service can be completed. While he thinks the situation will probably work out fine, he is open to follow up communication to ensure that there are not any further mishaps."
4985681,
6635581,Michael stated the technician was one day late; he also said Louisiana Machinery called after 5pm the day the technician was expected to come. He felt the cost for the repair was too high. He stated he felt the cost should have been around $500 and it was over $1800 to repair his alternator. He has discussed this with the company but would appreciate a call.  Michael also stated he recommended Pine Bluff Sand and Gravel recently but after this experience he can not faithfully recommend them because he felt the pricing is too high.
2613607,
5330903,"Gilbert stated the repair has not been corrected and that the equipment is in a hold position.  the dealer is aware.  Follow up ion 2 wks to see if resolved & complete the survey.
6/14-Gilbert said that the valve was still not fixed and the issue not resolved and that his boss told him not to take it back to Louisiana Machinery. Gilbert said that he did not want them to contact him because his boss said not to take it back."
2401536,
3706722,Customer states that the main reasons for the NPS rating are that the technicians are always at least 3 days to 2 weeks scheduled out for service and then to also have to wait an additional 2 weeks for the technician to come back out with the parts. States that they seem to lack a sense of urgency in performing their jobs.
4120691,
4753506,3/15/12 Farren stated that he was not very pleased with the service that he received on this repair but that he did not have a specific issue.  He stated that Louisiana Machinery needs to improve on their scheduling and the time it takes to get a technician out to the job site.  Farren stated that he would continue to use Louisiana Machinery but only because they have a maintenance contract with them.
3509785,
4926471,
5083645,"Stephen was expecting and looking forward to our call because of this service. He said this service was a misdiagnosis. He said it was done wrong and he had to fix the problem himself. He was also billed for the service, which he did not agree with. He would like someone to contact him about the invoice."
3095727,
3801434,11/2/11 Neil stated that the technician needs to have the right parts when they return to a job after the troubleshooting has been done.  It is unacceptable to him to come back without the parts when they return to do the actual repair.
3095815,
2401623,Mr. Marcotte has been having issues with receiving proper invoices.  He would like for someone to contact him in regard to this concern.
4120687,"He stated the technician came out, performed this service, but he has not received the quote for the additional or the report for this service and stated he would like someone to contact him.
He stated he has an A/C that needs to be rebuilt on a John Deere 544ELL, he would like someone to contact him about this as well."
6351828,11/2/12 Scot stated that he is very displeased with the amount that he was charged for this repair.  Scot said that the work was not completed right the first time and that Louisiana Machinery is charging him for two repairs.  Scot feels that he should not be charged for two repairs when the job should have been done right the first time.  Scot would like to speak to a representative from Louisiana Machinery regarding this issue.  Thank you.
2854624,"He stated the technician came out and did some troubleshooting and replaced parts, but it didn't fix the issue the equipment was having.  He stated the boom still won't stay up and there is an hydraulic leak as well.  He was told the technician was going to come back out, but that was over a month ago and the tech never came back.  Jmaes stated he had to swap out the machine with another one of his in Missippi.  He stated he would like to have someone form Louisana Machinery contact him about this to see if they can figure out the proble and get it taken care of.  He stated he he felt he was charged too much for a service that didn't result in a properly fixed machine."
4753266,"Mr. Ross is not pleased with the bundle of charges for this repair. He has spoken with a representative and was told, ""Louisiana Machinery has done all they can for them."" He also mentioned a way to clean out the area where the part was, had not been explained to them. They would have made sure this was taken care of, if they had known."
2741534,He stated the machine is still not fixed properly and he is in communication with Louisiana Machinery about this.
2278709,Sammy stated a technician showed up in a pick up truck very under equipped and with limited tools. He stated he had to assist the tech and use his tools.  He stated when paying top price he expects top service.  He stated the bill was decreased and did not request a phone call.  Sammy stated he has many complaints with LA Machinery such as hydraulic hose ends are never available and have to be ordered which takes an extra day and also stated he has a dump truck that has been there since October but LA did give him a loaner at no charge.
1970628,"Mr. Altemus states that he will NEVER use Louisiana Machinery due the lack of communication; he states that  every time he calls, they state that they will get back to him in  2 - 4 days and then they never call back.    He wanted to reiterate that once a techician comes out, the service is great.  He specifically called for a pin # and never heard back and he states that he will not be using them again.  Mr. Altemus states that he would definitely like to have someone call, but he expressed some doubt that anyone would due to his past history.   Again, he states his problem is NOT with the level of service he receives from the technician once one has been dispatched, but with the communication from the dealer in general.   He states that it is non-existant for him."
6635151,"11/14/12 Mark stated that the mileage and the price of the service call was over $1,000.00 just to get a technician out to the job site.  Mark felt this was outrageous."
4211892,
4378876,Dempsey said if anyone from corporate would like to talk to him he would be happy to talk to them.
3928556,He said his forklift was in there for a month due to the repair being done wrong the first time. He said the wrong wear pads were put in the boom and it had to be completely redone. He said they also forgot to bleed the air out of the new breaks and he had to wait most of the day for the air to get out of the breaks once the forklift was back on the job. He said he is frustrated with the repair taking so long and the fact that he had to rent another forklift while this one took so long. He said he was given a slight break on the bill but he felt like it was not enough considering the time and expense on his part. He said as it stands now he would not return. He said he would like this repair reviewed to see if anything further could be done on the bill.
3801418,"He said he was hesitant to rate any questions and did not wish to complete the survey as written. He was willing to answer the NP with elaboration. He said he simply felt taken advantage of with this repair. He said the only thing that was done was hooking the machine up to a computer to check the pressure. He said the only resulting repair was a filter change which solved the problem. He was shocked by the $2600 bill. He said he addressed his concerns and the bill was lowered to $2100. He said he still felt this was extremely high, but he was so frustrated he went ahead and paid it. He said now that he has had time to calm down he would like a further explaination of hourly rates, what was done, and why is was so much. He says he paid cash for this and other machines. He has done a lot of business with Louisiana Machinery and planned to purchase equipment next summer. He said as it stands he would not like to return because he feels he was not treated fairly. He said he receives good"
4985576,Doug states that he took in his D6 for service on his remand drive. He was given a quote for a new one and decided to wait until a rebuilt one was ready. When he brought in the D6 for the rebuilt install he states the invoice was much greater than the service for a new one. He states he is going to pay the invoice and then try not to use Louisiana Machinery again except when he has no choice. He states he has spoken with Louisiana Machinery and it was not resolved to his satisfaction. Doug states he does not which to be contacted by Louisiana Machinery however he is open to hearing from a representative from CAT Corporation.
1970674,"Mr. Fontenot stated that his machinery has not been repaired correctly. He stated that it has been in the shop 3 times, and had at least 6 field services along with being in the shop again at this point. Mr. Fontenot stated that for this particular service, he was told that the machinery was fixed but when started working with it, the problem was still present. Mr. Fontenot is already in contact with Kyle White. No need to contact him at this point."
2278629,"Poor communication, timeliness of repair, pricing issue, unexpected repairs, not completed when promised, and not completed right the first time. Customer stated they have not had problems in the past and the ratings would have been better had they been treated more professionally. He said the company is in the process of writing a letter to Caterpillar regarding these repairs and invoicing. The repair went from a #4 injector, to heads, then a fuel pump. Please give Mitch Folse a call."
3928529,He said he simply took the 545C in to be looked at for 2 items that he thought would be under warranty. He said he ended up being charged $3688 for them to tell him it was his fault and nothing was covered. He said he runs into this situation every time and feels that he wasted his money buying the warranty. He said when he questions something he finds the service manager less than helpful and he feels the Alexandria shop does everything they can to get out of warranty coverage. He said the only thing that can be done to rectify the situation would be if the entire warranty were redone and things were covered like he expected. He said he would like this repair reviewed.
3387350,"Customer states that he is very dissatisfied with the service and invoicing surrounding the service from this company. States that every time he has service performed on his machines, he is overcharged and charged for services that were not completed. Customer states that he has spoken with someone regarding his concerns and he has not heard back from them to date. Customer does not request any additional call backs and states that they are aware of the issues and if they are going to call him back, they will."
6225092,"10/1 Shane stated he gives a one because even though the equipment got fixed, the communcation was very poor. He stated the service took much longer than expected and they just seem to act as if they really don't care about the customer."
2278659,"This was a diagnostic service. Customer was very dissatisfied with the timeliness, technician's lack of interest in getting the needed parts, and doing the repair. Technician told them they needed to replace the batteries and left.  He did not leave any paperwork regarding time and services. Please give the customer a call."
2854633,"Vicky was very upset with this service and stated the entire service was a ""screw up"".  She stated this was a field service, not shop service.  She stated the machine was not fixed right the first time and a second technician has to come out to for a second visit.  Vicky stated she feels she should not have to pay the second set of travel charges for the second trip because it was the first technician that was not able to fix it properly.  She also stated when she originally called to set up the service, she had to leave a message and her call was not returned.  She stated she had to call back.  She also stated Louisiana Machinery never called her, she had to initiate all communication.  She stated she is not likely to return and would not recommend Louisiana Machinery because of this service. She would like someone to contact her about this service and the extra travel charge."
2160936,"3/2 Mr. Stuckey specifically noted that Dean White is the reason why they continue to work with Louisiana Machinery.  The customer stated that Dean is responsive, works with them and takes good care of them.  Thank you."
5083463,"Mark was willing to complete the survey but he seemed weary about how to rate some of the questions. He said he was fine with the service and there were no problems. He said the salesperson who helped him was really good and he didn't want the low ratings to reflect on him but he was very unhappy about the pricing. He rated some statements, including the NPS questions low because of the high invoice. He is currently trying to get it adjusted with someone."
4985840,Dan stated he purchased the machine from Louisiana Machinery and it had low hours on it (less than 500) and was just outside of the warranty period. Dan stated he feels that something should not break so soon with that many hours and was disappointed that no one was willing to work with him on the cost with the low hours and being just outside of the warranty period.
3387291,
5251779,
4211923,"He was not pleased with this repair. It took 4-5 weeks to get the part to complete the repair, customer had to initiate communication during the repair, and the price was much higher than anticipated. Please have someone to contact the customer to resolve the issue."
5330940,
5330942,Bryan stated that Louisiana Machinery did not fix his equipment after 5 tries and had to go elsewhere to have his equipment repaired. He stated that he does not wish to be contacted by anyone at this time.
2613542,
2278728,
2278716,"I spoke with Rusty, but he said to call back and speak with Steve Busey next week. This repair was not started when promised and a combustion chamber was loose. It had been hand tightened. Louisiana Machinery could not get back to the repair in a timely manner, so the customer hired a competitor."
2278633,
3706765,
3387354,"Customer states that this repair was the result of multiple other repair attempts not working and finally having to have the hammer rebuilt completely. Customer states that the estimate he was given for the repairs was around $8500 and the final invoice was $17k, which did end up being reduced after further discussions. Customer states that he feels the total rebuild should have been done in the first place instead of him having to pay for all the previous repairs that did not fix the problem. Customer is not requesting a call back at this time."
5330852,George was not satisfied with the price of the repair.  He was charged for laptop service when there wasn’t a signal. The service tech had to drive to find a signal and he was charged for this.
2854547,
4985614,
1970740,"Mr. Henderson states that Louisiana Machinery way under bid the job and severely underestimated the pricing.  He states that it  took forever to get the job completed.  He also states that since they had not done business with Louisiana Machinery in a while, they had closed their account.  It took about a month to get their account reapproved which he did not understand since they have no credit problems."
4211877,Mike said they couldn't diagnose the problem so they started changing parts and it took 2 1/2 weeks before they could finally fix it. He said in the end they found it was an electrical problem and there were a lot of parts replaced that didn't need to be replaced. He said he had to rent another piece in the meantime as well. Mike said he would very much like to escalate this matter and have a call from someone who can satisfy him. He said he feels he should be reimbursed for the rental and the parts that were replaced unnecessarily.
2854555,
4319872,
2613571,Mr. Joshlin states that the final amount was three the amount of the quote.  Currently he sent the invoice to purchasing for a complete break down with itemization and a detail explanation of cost.  He would like for someone to contact him to discuss this further.
2613541,
3509703,Customer states that he will have some undercarriages and wenches work to be done soon. States that he is already in contact with someone for this service need.
2278638,3/16 Mr. Gremillion is looking to buy a forklift in the next ninety days however says he will contact Louisiana Machinery directly when he is ready.  Thank you.
6186293,"Vicky gave a one on her overall satisfaction. She stated the boom should have been replaced , she knows they did it for other customers, yet they just plated her equipment. Vicky stated they even told her that sometimes the Booms crack due to a weakness in the metal. This will hurt her whenever she goes to sell it,because that will have to be disclosed. She was also unhappy with the communication at the Monroe location."
5949932,"Jeremy stated, repair not completed right the first time and invoice charged for services that should have been covered under warranty, thank you."
5541213,
6186328,
4880314,"Gary stated he would like to speak with someone about the charges for this service.
Gary stated he would actually like to buy another machine.  He has contacted Louisiana Machinery but has not heard back from anyone .  Gary stated he has asked several times for pricing."
3261313,"He said he did not wish to complete the entire survey due to his frustration. He said the field service was not completed correctly. As a result, he said he took the D8 into the shop and he waited for the shop to get to it. He said the shop never did so he went to pick it up and took it some where else to be repaired. He said he would not return or recommend Mustang based on this repair. He would like someone to review this situation and if there is something that can be done to make it right he would appreciate it."
2613357,Scott said there are only 2 or 3 mechanics that can do the job. The rest of the technicians are totally inexperienced and often in training but he still gets charged the same amount for the service. Scott said  a lot of people in the area  are going to John Deere because of the state of things.
6279352,
6414494,"Mike stated he did not have a much time, but was willing to answer a few questions. After probing, Mike stated that he has already made Mustang CAT aware of his concerns and he did not get into specifics on this survey."
4707966,"He stated he had called Mustang to check on availability for a technician and wanted to see how much it would cost for travel and where the technician would come out of.  He stated he was placing calls to other repair companies, but Mustang did not call him back.  He stated when a technician from another company showed up to work on the equipment they called him and told him Mustang already had a technician on site working on the equipment.  Chris was upset because he was never called back by Mustang or authorized this service to be completed.  He would like someone to contact him regarding this issue.  He also stated he was not happy that the technician informed him that the part he needed could only be obtained from Mustang in Houston, however, he found the part for much cheaper at a local store and completed the service himself."
3934440,"Walter said there was no communication on the status of the service, no one returned his calls, he didn't know when they would arrive to do the service and they didn't know if they would need to order more parts. Walter said he was put on hold and left messages without receiving a call back. Walter stated he had to call them again 2 or 3 times to remind them to do the job. Walter said the field techs are very knowledgeable, but the guys who are managing the mechanics will not return calls or communicate with Walter in any way."
4514357,
5449224,6/11
6833107,
3882986,"11/21 Mark stated that his only issue was the invoice. The price, in his opinion, was extremely high for a 20 minute service."
5640510,"7/23 - Basically right part number ordered.  Sent that part order but it was not the right part.  Mark was charged for 8 hours of labor from them trying to put the wrong part on. Finally, Mustang CAT send another part.  Took one hour to put right part on.  Mark was changed for the 8 hours of labor from them trying to put the wrong part on."
4458379,
2516139,"Mr. Kyser states that the technician went out and did the service without speaking to anyone on site at all.   He states that he left and the customer  chased him down with his car to get the status.  Mr. Kyser states that he called to follow up and found that the technician made a repair, but that he said it would take more work with an additional technician and more parts, and Mr. Kyser told them not to come back for the additional repairs, that they would do them themselves.  Mr. Kyser states that this was their first experience with Mustang service and it has left a bad first impression."
2402965,"Mr. Netardus states that this particular service was less than satisfactory.  He states that he has seen a decline in the standard of service as of late and he sites the resignation of a long time mechanic for some of this.   He states that he feels there is a lack of communication internally between the different areas within Mustang Cat.      He is not satisfied with the resolution of this issues on this service, but states that he is alreay in contact with someone at the branch level who is working on it for him."
5641518,"Craig stated that he has had a long time relationship with Ken Richie, whom is now the general sales manager and he will contact him about his upcoming needs."
5692260,
3979115,"Customer states that the main issue with this service was the multiple trips to complete the service correctly and the invoice issues over the pricing. 
Customer did not know how to rate whether or not he would go back to Mustang CAT for field service and advised that it would depend on his need for service. 
Customer does not request to be contact at this time."
5843030,
6069119,
5294634,"Tony stated that the communication throughout the service was horrible & that the service took too long, causing his equipment to be down for too long.

Tony stated he needs Engine warranty service work performed."
2475141,"Mr. Root states that the issues with the service have been resolved to his satisfaction; however, he states that he does not expect it to last as he has had the same machine in 3 times for service and within a month or two it is broken down again.   He would like to have someone contact him about his concerns with Mustang CAT's recent quality of work and lack of communication."
3979133,
4966770,Mr. Barros was promised a technician within 2 days and it took over a week to get one out to the site. No one bothered to call the customer regarding the timeliness of the technician. The invoice was higher than expected. He does not require a call and stated he hopes this was a one time incident.
6515816,"Mark stated that he had a real issue with his recent experience with Mustang CAT. He stated that because he did not have an account set-up prior to the work he needed completed, his credit card was charged incorrectly and he had to follow-up to resolve the issue after he was told it would not be charged. Mark stated that he would like to see a better process in place for customers who have not set-up a Mustang CAT account yet. Mark stated that he was now in the process of setting up an account and may have a different experience going forward, but was disappointed when he had to have his credit card charged before any parts would be ordered to finish the service work he needed. Mark also stated that he was pleased with the work provided by the technicians, and did not feel that they were responsible for his recent concerns."
4378020,
5640838,
3452557,
3598113,
6068958,Dan stated he is in communication with Mustang about the issue he had and is still having with the attachment.
6414368,"Rusty stated that he did not recall the specific service completed, but agreed to give feedback on a general basis. He stated that he has given similar feedback in the past and has not seen very much improvement, and would like an opportunity to speak with someone from Mustang CAT about some of his concerns that he does not feel are addressed completing surveys. Rusty stated that overall Mustang CAT does not provide good or bad service, but feels that Mustang CAT provides average service and quality of work for him, as Mustang CAT is the only provider for CAT machinery in his area. He stated that he would like to see better pricing and continued improvement with communication and attention to service. He would be interested in speaking directly with a Mustang CAT service representative, as he feels that he would make more progress if he spoke to someone closer to his area about his individual concerns."
1969292,1/27
6069526,
3653966,
4265105,
5541107,Will advised that the issues they are having with the technicians not being able to efficiently diagnose and complete the repairs causing high invoice amounts are causing them to look to other non-CAT companies for their repairs. Will did not request to be contacted at this time.
6069929,Robbie stated his biggest complaint with Mustang Cat is the unpreparedness of the technicians when they arrive on the job site.  He stated that he’ll call and describe what’s going on so they have an idea of what they’ll be working on.  He stated that the field technicians more times than not will show up unprepared for the job.  He stated that if he calls them and tells them that the air conditioner is broken then they should show up with the proper parts the first time to fix the problem.  He stated that Mustang Cat technicians waste time and money making multiple trips to get parts and such when they should have showed up with it the first time.  He stated that then the multiple trips start adding up into excessive labor costs when the job could have been done in half of the time.
3452525,
3026437,"Mr. Clint stated that Mustang CATS service is too expensive. He referred to the following charges as being over charged: Travel time and mechanic labor.
He further stated that the mechanic are under skilled. 

Mr. Clint stated that he will be purchasing another piece of equipment, but it will not be part of CATS."
4458330,
2979846,"He stated multiple trips were made to diagnose the problem with the equipment. He stated after the fourth trip, the problem was corrected. He stated he is not pleased because he was charged for multiple trips for diagnostics and wants to be contacted. He stated he would only use Mustang CAT because of the CAT equipment service."
5843320,
2516148,
3452522,
1805915,Recommends better communication and knowledge and only answered NPS with a (1).
6832059,"Tim states that he was very displeased with the quality and timeliness of this service. States that he was not pleased with the cost of the multiple services on top of the rental he had to pay for while this machine was in service. States that the main issue, however, was the lack of quality communication during the services. Tim does not wish to be contacted again about this as he has already spoken with numerous persons at CAT already."
1818771,Stated he had an awful time with communication and getting a quote.  He stated he had to get his sales rep involved.  He also stated the price ended up being almost double.  He did not request a phone call but recommends better communication and follow up.
2280182,"Scott said his experience over the last year has been very unfavorable.  He said he makes appointments, but Mustange does not repair the equipment as promised.  He said the repairs take too long, and he is overcharged.  Scott said there is no appreciation for the customer at Mustange CAT, and he will not be using them anymore.  He also stated he will be contacting CAT Corporate to express his disdain with Mustang CAT."
3403856,"Chris stated, he feels like he was mislead by the verbal estimate.  Repair was $5000 more than verbal estimate and Mustang has not been willing to work with him regarding invoice issues and poor service experience.  Thank you."
2075961,
4378018,
6415270,
3069027,"Mr. Barnwell stated that service was not good because MUSTANG CAT could have sent a representative in the field with his computer and found out what the problem was, yet instead after the representative came out, Mr Barnwell ended up taking the equipment to the shop to find out what the problems were. He stated that he ended up repairing it himself. He also stated that MUSTANG CAT employees seem to be overwhelmed."
3164357,"He said this work completed on the undercarriage in the shop was done fine, but he is not pleased with Mustang CAT due to aunvailable technicians. He said he can rarely get someone out when he needs them. He said he called a competitor today because Mustang could not get a technician out. He said was told someone would come by and talk to him about increasing business, but he said that will not help if he can't get timely repairs."
5965588,Lane was not satisfied with the timeliness of the service or the communication. He said the equipment was in the shop for two weeks before any work was actually done. He also said that there was little communication about the status of the service.
5641438,"Steve stated that the service for this specific part is supposed to receive automatic service when it’s ordered.  He stated that that did not get done automatically, he scheduled it and went to pick it up when Mustang CAT said it would be done and it wasn’t ready for 3 days. Steve does not wish to be contacted about this matter because he feels it won't do any good.  He stated that he just wanted to make the managers aware what was going on."
6461084,
4204553,1/9 - Mr. Klintworth stated Mustang CAT should do what they say they will do.
6635981,
2854464,Mr. Slatter stated there is a communication and followup with clients problem from the El Campo staff.  He suggested they improve in the area of communication and followup.
3211835,
3109937,"Mr. Pickney stated the timeliness of repair was too long, and the tractor still have a volatile shaking going on. He also stated that because of this, he lost a job.  
Mr. Pickney stated that the technicans should have diagnose before they torn the equipment."
6671646,
6069753,
6341596,
3882989,"Mr. Dettling states that this particular service was a follow up to a field service at his site.   Field technicians from Mustang Cat previously took apart the valves on his D6 and did not notice when comparing the machine with the manual that there was a very small screen missing that would keep debris out of the engine.   Since he still had issues after that service, he had to take the D6 to the shop and they had to take apart the engine to finally find what was missing.  He feels that this should have been around a $1000 service that turned into a $4000 service due to that oversight by the initial field technicians.   He states that once that was found, the shop was able to complete the repair and he now has his machine back."
5346252,
1927634,
5146340,Ryan was very unhappy about being charged for both milage AND a truck to come out for the field service.  He did not want to complete the entire survey but asked that this information be shared with NMC-CAT.
3807509,Shane would like to speak with someone regarding this service.  The diagnosis was done in July.  He has not heard back from anyone regarding the next steps.  He also just received the invoice in October.  Shane is willing to hear from NMC and work toward resolving this situation.
4664804,"Nick stated that the service @ NMC-NORFOLK is terrible because of the Service Manager. He said the Service manager is not knowledgable to do the job. 
Nick stated that NMC-NORFOLK never returns his calls.
Nick stated that it takes a week or longer for a technician to come out.
Nick is very upset with the Service Manager for he stated that the Service Manager does not effectively communicate with him.
Nick stated that he would not go back to NMC because of the poor service, and he has been taking his business to Road Builders. 
Rick stated that in order for NMC to get a higher rating, the Service Manager will have to leave."
4586311,Scott states that the part for this repair was due in at 10:30 so he scheduled his work crew around those hours. He states the parts did not come in until 1:30. He states as well the machine still has not been repaired correctly. Scott would welcome a call to discuss.
4171602,"Josh stated that he had to call NMC-CAT 4xs b-4 they came down.
Josh stated that NMC-CAT stated that their truck broke down, and this was the reason why they were so far behind.
Josh stated because of the untimeliness of the service, and the fact that NMC has not provided him with a follow-up to see how the equipment is working, and the non professional front service he would not recommend them."
4665054,
2585357,
6473549,Tom stated he doesn't talk to other people about his machine so he does not recommend.  He is happy with the work  NMC does for him.
6769119,Mike stated he was upset due to the fact that the service technician misdiagnosed the problem and ended up costing him way more than anticipated.
5909966,"Ray stated he had average communication with Nebraska Machinery Company.  Ray stated the invoice was an issue which they got fixed.  Ray stated Nebraska needed to get some experiences mechanics back.  They also have problems with internal communications between service writers, mechanics and billing."
4881538,"Greg stated, he has had a lot of problems with equipment. The repairs has taken a few trips. 
Greg stated that the technician had problems diagnosing the problem which is in the electrical system. 
Greg stated that he is not happy with the performance of this 963 model compared to the older models because of the inability of the technicians to repair it."
6355861,John stated the prices are too high. John stated NMC needs to lower their prices.
4665337,"Randy stated that NMC 1st technician that came put $6000.00 worth of parts ( 6 Engine Injectors) in the machine, and that did not resolved the problem. The 2nd technician that came came discovered that it was a check engine valve problem, which was not allowing the engine to bleed out. he corrected it. Randy feels that the 1st technician put in parts that was totally unnecessary, and he started with the most expensive ones. He wants to dispute the invoice because he feels that the wrong parts were put on in the beginning.
Randy stated that he receive the invoice a month later because NMC knew that it was not correct. 
Randy stated that he woul not likely be returning to NMC in the future because of the poor service."
5091802,
5866347,"Alan was very frustrated & stated that after 3 times visits to the Omaha shop, he had to take the equipment to the Counsel Bluff store to have them figure out that all his equipment needed was a simple fix.  He was frustrated that this took so many “tries” to get it repaired correctly & that he was then charged a lot for the repair (despite being told that he was given a “discount” for his trouble).  Alan would like someone to call him to follow up on this.

Alan suggested that NMC either do a better job training the folks at Omaha or have more knowledgeable technicians available to cover for their inadequacies."
5791891,"Mike stated that he was not overly happy to do the survey, stating that the oil was changed just fine but that there was no real ""service"" performed.  Specifically he stated that the technician did not notice that there was a light out on the equipment and did not seem to be very thorough in his service of this piece of equipment."
4326980,
4666195,
4616330,"3/16 Richard had issues with pricing and invoicing during this service. He stated it was difficult to find an available day or time for the service. He also stated that there was little communication on the working being done. Richard was originally quoted $1,500 but the invoice was for $10,000. It also took 10 days after the service to recieve this invoice. Richard stated he would most likely not return to NMC."
6134570,
5399511,"Mr. Brockmeier states that the Sales person, Jeremy Cook, does a good job of taking care of him.  He also gave him a loaner piece while his equipment was in the shop."
4991151,Ruben is not happy with his experience with the billing situation with NMC.  He feels that he has been incorrectly billed and should not be expected to pay the second invoice that was sent to him.  He would like a call back to resolve this issue as soon as possible.  He has a need for a new hay loader and will not buy from NMC unless this issue is resolved.
6688415,11/26
5599574,This was actually a field service that he had done on his 297C.
5042056,Mr. Daniel states that he would like to have the service manager contact him to discuss he issue.
4387169,"Jess stated that the repairs was not completed when NMC promised.
Jess stated that the Shop forman left for training, amd left a less knowledgale technician to complete the job.
Jess stated that the final invoice came in higher than he anticipated.
Jess stated that he would not likely go back because of how his repairs were handled.
Jess would like for NMC to communicate more effectively."
5044462,
3984553,
5042505,
4826592,
6135922,"Mr. Grey stated this was not a shop service but a field service.  Also, he was unable to answer the entire survey, nor did he want to reschedule.  He was able to answer a few select questions, including the NP."
4928718,
5499513,
3366216,Customer was not satisfied with the lack of communication and timeliness of the repair. The technicians are young and need more training in order to get the equipment out in a timely manner. He did not want to be contacted.
4827054,"Tony stated, the service was excellent, but he feels misled regarding the price, he was told the price of the parts but not the labor, he received invoice and it was much more than expected, wants someone to call him to discuss this matter, thank you."
6019706,9/19 the customer needs a call back in an hour
6770909,Mr. Malone states that he is very pleased with the service he receives from Larry Miller.  He states Larry is very helpful.
2984141,Jeff stated that NMC is aware of the issues he had with their service work. Jeff stated that he told them their was a fuel leak and they did not fix it. NMC is aware of this and Jeff took the equipment somewhere else to be fixed. He does not need to be contacted at this time.
4719334,
6768514,
3984300,"Morris stated, excellent service but the price was extremely high and out of line with the competitors.  NPS rating 1 based on invoice price, thank you."
5094977,
5091750,"Mr. Kacobson states the hoses that he asked NMC to replace were not replaced, and are still leaking on his machine.  He states, however, he does not need to be contacted by NMC as he does not have time to take the machine back to the shop.  He states he is working around the problem at this time."
2585857,5/11 - Mr. Felger's company has a service agreement with NMC and has serveral loaders that will be needing repair and NMC is aware of the service
4188077,
3712230,
4117725,"Mr. Elliott did not provide a rating for his overall satisfaction as he states Ohio Cat came out on the Wednesday before Thanksgiving to determine the problem with his engine.  He states they determined the problem, and he asked them to come back on Friday after Thanksgiving.  Mr. Elliott states he was told they would have to pay double time for the technician to come out.   Mr. Elliott thinks the technician did not come out until Tuesday.  He states it was fixed correctly on Tuesday.  He states  it was costly to him since he was not able to run his equipment for a few days.  Mr. Elliott also states he is dissatisfied in regard to calling Ohio Cat to schedule a service.  He states nobody answers the phone.  He states he receives an automated message in the service department.  He states the automated message provides a cell number to call, and when he calls the cell number nobody answers.  He states it takes a while to get a call back to be able to schedule a service. Mr. Elliott state"
1929736,Ohio CAT did not have the correct tools to repair the bulldozer and it took at least 6 weeks  before it was up and running.
6218303,"Don states” I was very unhappy with the service from Ohio Cat. The first technician gave a diagnosis which was wrong. The second technician came and gave a diagnosis that was very different. As a result of those two services I received an invoice of $4268.00 of which over $3000.00 was for labor, travel, and misc charges. This is not acceptable”. Don states that the pricing was not fair and as well Ohio Cat used his CAT Access account for the charges without permission. Don states he has a call in to Ohio Cat but has not heard back yet. Don is open to receiving a call to discuss."
5178930,5/8/12 Scott is extremely upset regarding the three pieces of equipment that they purchased from Ohio Cat.  Scott stated that the equipment  has not worked right since the purchase.  Scott stated that a technician came out and worked for 7 to 8 hours on these three machines and they are better but still not working properly.  Scott seemed very frustrated and dissatisfied with the purchases they made and the service that they are receiving.  Please have a representative follow up with this customer.  Thank you.
5296217,"6/6/12 Jason did not wish to take the time to complete the entire survey but did answer the NP questions.  When the questions were rated low, I asked Jason what went wrong with this service.  Jason said, ""The guy was nice, but he didn't know about the older machine like we thought he would.""  Jason did not seem upset but seemed disappointed that the technician did not have the knowledge to work on this equipment."
5253816,"5/22/12 Detin did not wish to take the time to complete the entire survey but did answer the NP questions.  Detin said, ""The technician completed the service and said that there was a leak in an o ring.  The technician said that he would leave me an o ring so that I could fix it, but he never did.""  Dentin did not seem to be upset about any aspect of the service but gave five ratings because he felt the service was average and not excellent."
5009956,When asked Heath did not request a call back and said he didn't need anyone to contact him.
6047336,9/26 - Mr. Valfiloff stated the rates are outrageous.
6477152,"Mr. Truman states he contacted Ohio Cat regarding repairing this machine, and he states he was told they could not repair it in the field, and that he needed to bring it to the shop.  He states eventually a field technician came to his site and was able to fix it.  Mr. Truman states he was not pleased with the communication he received from Ohio Cat on this repair."
2052363,
5490501,"6/20/12 Bradon said, ""The technician for this service was pretty good but that is not always the case.  Ohio Cat has a lot of new technicians that are very slow and are lacking knowledge.  They charge by the hour and we just can't afford to be paying the kind of money when the knowledge and experience is not there."""
3552245,"Mr. Boude states that upon the initial service call, additional parts were needed and had to be ordered.  He states that once the part came in, Ohio Cat was going to charge an additional service fee to come out and finish the service.   He states they ended up picking up the part and installing it themselves.  When asked if the issue had been resolved to his satisfaction, Mr. Boude states that it has and he does not feel like he needs to speak to anyone further."
3552248,"Mr. Wirick states that his issue relates to the fact that several bolts were left off or loose during the field service.  He states that he had to take the machine to the shop to have these issues corrected and that he felt they were merely careless mistakes.   When asked if the situation has been resolved to his satisfaction, he stated that it had."
